playerID,Name,NumYears,debut,final,G,AB,R,H,Doubles,Triples,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,PA,TB,Avg,OBP,Slg,OPS,SBA,SB_Pct,P,C,1B,2B,3B,SS,OF,LF,CF,RF,PrimPos,ROY,MVP,TC,GG_C,GG_1B,GG_2B,GG_3B,GG_SS,GG_LF,GG_CF,GG_RF,GG_OF,GG_All_OF,GG_Total,WAR,indYear,votedBy,inducted
waltoje01,Jerome Walton,10,1989,1998,598.0,1573.0,241.0,423.0,77.0,8.0,25.0,132.0,58.0,29.0,138.0,280.0,2.0,19.0,16.0,14.0,25.0,1760.0,591.0,0.26891290527654166,0.33256880733944955,0.3757151938970121,0.7082840012364616,87.0,0.6666666666666666,0,0,15,0,0,0,509,111,372,36,OF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.689999999999999,0.0,0,0.0
wambsbi01,Bill Wambsganss,13,1914,1926,1491.0,5237.0,710.0,1359.0,215.0,59.0,7.0,520.0,140.0,109.0,490.0,357.0,32.0,47.0,323.0,42.0,97.0,6139.0,1713.0,0.25949971357647506,0.32599724896836313,0.3270956654573229,0.6530929144256861,249.0,0.5622489959839357,0,0,9,1205,46,177,0,0,0,0,2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0,0.0
wanerll01,Lloyd Waner,18,1927,1945,1993.0,7772.0,1201.0,2459.0,281.0,118.0,27.0,598.0,67.0,84.0,420.0,173.0,44.0,26.0,108.0,52.0,125.0,8378.0,3057.0,0.31639217704580547,0.3512696493349456,0.3933350488934637,0.7446046982284094,151.0,0.44370860927152317,0,0,0,2,1,0,1818,124,1663,33,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.909999999999993,1967.0,Veterans,1.0
wanerpa01,Paul Waner,20,1926,1945,2549.0,9459.0,1627.0,3152.0,605.0,191.0,113.0,1309.0,104.0,112.0,1091.0,376.0,113.0,38.0,174.0,91.0,187.0,10853.0,4478.0,0.33322761391267575,0.40088023223148234,0.47341156570461995,0.8742917979361022,216.0,0.48148148148148145,0,0,73,0,0,0,2288,18,18,2256,OF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92,1952.0,BBWAA,1.0
wardaa01,Aaron Ward,12,1917,1928,1059.0,3611.0,457.0,966.0,158.0,54.0,50.0,447.0,36.0,42.0,339.0,457.0,24.0,25.0,152.0,36.0,79.0,4163.0,1382.0,0.267515923566879,0.33158813263525305,0.382719468291332,0.7143076009265851,78.0,0.46153846153846156,0,0,5,809,172,36,4,0,4,0,2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0,0.0
wardda01,Daryle Ward,11,1998,2008,948.0,2234.0,242.0,588.0,131.0,5.0,90.0,379.0,1.0,6.0,192.0,422.0,36.0,9.0,0.0,27.0,66.0,2462.0,999.0,0.26320501342882724,0.32047116165718925,0.44717994628469115,0.7676511079418804,7.0,0.14285714285714285,0,0,270,0,0,0,299,245,0,54,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.42,0.0,0,0.0
wardga01,Gary Ward,12,1979,1990,1287.0,4479.0,594.0,1236.0,196.0,41.0,130.0,597.0,83.0,30.0,351.0,775.0,28.0,13.0,14.0,35.0,152.0,4892.0,1904.0,0.27595445411922304,0.3280032800328003,0.42509488725161865,0.753098167284419,113.0,0.7345132743362832,0,0,54,0,2,0,1094,848,181,111,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.649999999999995,0.0,0,0.0
wardjo01,John Ward,17,1878,1894,1827.0,7656.0,1410.0,2107.0,231.0,96.0,26.0,869.0,720.0,220.0,421.0,326.0,12.0,50.0,217.0,89.0,100.0,8433.0,2608.0,0.275208986415883,0.313777994157741,0.3406478578892372,0.6544258520469781,940.0,0.7659574468085106,293,0,0,493,46,826,214,4,110,101,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.36,1964.0,Veterans,1.0
wardtu01,Turner Ward,12,1990,2001,626.0,1548.0,210.0,389.0,73.0,11.0,39.0,219.0,33.0,15.0,186.0,247.0,11.0,13.0,20.0,22.0,36.0,1789.0,601.0,0.25129198966408267,0.3323911814584511,0.38824289405684753,0.7206340755152987,48.0,0.6875,0,0,1,0,1,0,510,169,182,220,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,0.0,0,0.0
warnejo01,Jack Warner,14,1895,1908,1074.0,3497.0,348.0,870.0,81.0,35.0,6.0,302.0,83.0,50.0,181.0,248.0,15.0,91.0,58.0,31.0,76.0,3858.0,1039.0,0.24878467257649414,0.3005263157894737,0.29711181012296256,0.5976381259124363,133.0,0.6240601503759399,0,1033,8,1,0,0,1,0,0,1,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.669999999999998,0.0,0,0.0
warstra01,Rabbit Warstler,11,1930,1940,1205.0,4088.0,431.0,935.0,133.0,36.0,11.0,332.0,42.0,37.0,405.0,414.0,31.0,11.0,107.0,38.0,88.0,4649.0,1173.0,0.22871819960861056,0.29744605900484367,0.28693737769080235,0.584383436695646,79.0,0.5316455696202531,0,0,0,442,26,705,0,0,0,0,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0,0.0
wasdeji01,Jimmy Wasdell,11,1937,1947,888.0,2866.0,339.0,782.0,109.0,34.0,29.0,341.0,29.0,21.0,243.0,165.0,27.0,13.0,39.0,32.0,59.0,3193.0,1046.0,0.27285415212840197,0.32910589727330375,0.3649685973482205,0.6940744946215243,50.0,0.58,0,0,277,0,0,0,462,227,43,210,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7700000000000005,0.0,0,0.0
washicl01,Claudell Washington,17,1974,1990,1912.0,6787.0,926.0,1884.0,334.0,69.0,164.0,824.0,312.0,134.0,468.0,1266.0,77.0,36.0,25.0,51.0,140.0,7367.0,2848.0,0.277589509356122,0.3252519749387088,0.4196257551200825,0.7448777300587912,446.0,0.6995515695067265,0,0,0,0,0,0,1685,328,319,1096,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.580000000000005,0.0,0,0.0
washiro01,Ron Washington,10,1977,1989,564.0,1586.0,190.0,414.0,65.0,22.0,20.0,146.0,28.0,18.0,65.0,266.0,1.0,9.0,16.0,13.0,31.0,1689.0,583.0,0.2610340479192938,0.2916915720263001,0.36759142496847413,0.6592829969947742,46.0,0.6086956521739131,0,0,1,111,43,372,4,2,2,0,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0,0.0
washiul01,U. L. Washington,11,1977,1987,907.0,2797.0,358.0,703.0,103.0,36.0,27.0,255.0,132.0,53.0,261.0,409.0,6.0,1.0,44.0,21.0,33.0,3124.0,959.0,0.25134072220235965,0.3133116883116883,0.3428673578834466,0.6561790461951349,185.0,0.7135135135135136,0,0,0,111,5,737,0,0,0,0,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000003,0.0,0,0.0
